sales_id,quantity_sold,discounted_price,amount_saved,shipping_fee
416,67,22.6,0.0,0.0
417,76,8.87,0.0,0.0
418,2,67.25,0.0,0.0
419,37,474.9,0.0,0.0
420,46,235.87,0.0,0.0
421,39,78.83,0.0,0.0
422,2,188.06,0.0,0.0
423,13,148.8,0.0,0.0
424,22,35.13,0.0,0.0
425,80,972.02,0.0,0.0
426,161,379.92,569.73,0.0
427,137,85.48,0.0,0.0
428,53,140.89,0.0,0.0
429,32,113.02,0.0,0.0
430,25,80.89,0.0,0.0
431,91,100.52,0.0,0.0
432,15,143.9,17.73,93.24
433,148,298.87,0.0,0.0
434,9,145.64,94.66,94.66
435,3,49.95,0.0,53.05
436,28,85.0,0.0,41.89
437,17,134.77,148.4,148.4
438,321,51.45,0.0,0.0
439,195,395.75,0.0,247.74
440,48,56.51,12.93,12.93
441,14,180.31,66.64,0.0
442,38,150.39,0.0,66.01
443,27,82.16,0.0,0.0
444,5,135.69,20.28,88.05
445,35,334.01,408.42,256.76
446,18,705.68,145.46,145.46
447,9,143.56,0.0,0.0
448,37,65.53,0.0,55.25
449,9,145.48,170.81,0.47
450,0,95.53,126.63,0.0
451,64,70.4,130.72,0.0
452,1,77.57,0.0,28.34
453,15,183.63,0.0,0.0
454,1,72.82,0.0,0.0
455,8,31.5,0.0,56.83
456,20,743.7,111.13,0.0
457,26,474.7,0.0,0.0
458,1,115.29,0.0,63.29
459,151,18.52,12.82,0.0
460,0,1011.1,1095.37,0.0
461,84,214.03,0.0,0.0
462,3,173.97,41.95,41.95
463,8,96.05,0.0,59.2
464,6,30.07,0.0,56.83
465,1,128.54,0.0,39.89
466,59,120.15,0.0,0.0
467,12,75.98,29.13,29.13
468,10,235.07,138.67,138.67
469,45,10.77,66.01,66.01
470,0,61.27,6.97,6.97
471,2,105.68,0.0,53.05
472,4,94.82,70.44,70.44
473,6,280.19,25.01,25.01
474,21,271.26,83.75,83.75
475,6,140.89,0.0,0.0
476,1,41.0,22.8,22.8
477,12,16.46,10.13,12.03
478,21,447.99,160.04,160.04
479,1,221.62,93.24,93.24
480,77,170.49,0.0,0.0
481,126,36.64,4.52,103.69
482,7,201.18,0.0,0.0
483,21,90.42,0.0,0.0
484,4,180.31,20.1,0.0
485,1,37.84,0.0,0.0
486,32,10.61,6.17,14.41
487,1,109.5,61.6,22.54
488,61,117.3,66.01,21.21
489,158,30.52,172.88,0.0
490,2,186.8,119.36,119.36
491,1,113.98,0.0,0.0
492,12,506.56,0.0,0.0
493,25,1107.95,0.0,0.0
494,1,297.76,52.56,141.68
495,1,805.76,83.27,83.27
496,30,202.95,78.83,50.02
497,7,283.52,0.0,0.0
498,8,560.69,0.0,5.58
499,58,19.31,19.47,13.61
500,312,106.94,141.76,0.0
501,95,113.66,85.64,0.0
502,6,71.24,47.02,47.02
503,1,31.5,22.8,22.8
504,1,149.91,16.62,0.0
505,11,711.97,197.88,197.88
506,12,110.49,83.11,83.11
507,2,129.69,37.98,37.98
508,16,205.55,104.1,104.1
509,37,61.9,0.0,61.26
510,6,126.64,0.0,0.0
511,1,223.79,0.0,0.0
512,15,54.3,8.86,70.44
513,17,135.35,275.44,275.44
514,50,220.98,16.62,16.62
515,2,47.33,218.46,218.46
516,1,44.17,108.28,108.28
517,12,202.62,0.0,0.0
518,8,72.66,20.58,11.71
519,10,32.55,0.0,39.47
520,15,125.06,13.93,0.0
521,3,26.87,0.0,0.0
522,2,111.29,0.0,22.64
523,200,429.63,0.0,0.0
524,1,303.63,0.0,0.0
525,3,118.3,37.98,37.98
526,13,148.01,0.0,0.0
527,3,254.54,116.03,116.03
528,11,115.56,42.74,0.0
529,1,44.19,0.0,55.11
530,17,787.86,0.0,0.0
531,2,232.39,0.0,0.0
532,5,282.34,104.1,104.1
533,15,122.23,0.0,0.0
534,8,176.32,0.0,197.88
535,1,96.24,0.0,124.74
536,47,96.63,79.66,79.66
537,3,176.78,0.0,55.11
538,2,223.05,0.0,0.0
539,8,31.5,22.8,22.8
540,5,411.58,0.0,0.0
541,1,176.32,83.75,83.75
542,14,157.51,0.0,41.63
543,69,395.59,0.0,0.0
544,1,195.66,0.0,0.0
545,29,444.51,100.05,100.05
546,5,767.28,116.03,116.03
547,11,104.32,83.11,83.11
548,26,46.54,20.9,20.9
549,36,50.97,0.0,39.89
550,2,28.33,15.2,6.02
551,0,16.14,18.05,0.0
552,1,79.46,64.75,64.75
553,9,112.71,75.03,75.03
554,7,25.33,76.62,76.62
555,1,35.65,63.29,63.29
556,10,127.75,14.25,0.0
557,1,292.54,0.0,0.0
558,2,139.3,0.0,0.0
559,19,93.39,6.02,116.03
560,22,1582.85,320.88,320.88
561,1,185.21,105.27,105.27
562,11,163.05,0.0,0.0
563,36,23.11,11.4,0.0
564,0,463.68,0.0,0.0
565,10,181.1,0.0,84.06
566,10,15.19,0.0,6.49
567,3,57.65,0.0,55.11
568,6,105.09,16.75,16.75
569,9,203.08,197.88,197.88
570,7,151.45,0.0,0.0
571,6,303.94,0.0,70.44
572,1,387.84,0.0,75.03
573,2,45.91,76.62,76.62
574,6,110.65,26.59,26.59
575,6,125.06,26.59,26.59
576,7,28.33,0.0,61.26
577,4,149.43,60.63,60.63
578,4,53.66,10.13,10.13
579,1,38.43,104.1,104.1
580,24,238.03,0.0,197.88
581,1,32.61,33.4,33.4
582,2,19.94,0.0,6.49
583,18,109.23,129.17,129.17
584,2,448.94,138.67,138.67
585,12,25.17,0.0,3.8
586,11,51.45,26.59,26.59
